composition,band_gap,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,range Column,mean Column,avg_dev Column,mean Row,avg_dev Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,mean NsValence,avg_dev NsValence,mean NpValence,avg_dev NpValence,range NdValence,mean NdValence,avg_dev NdValence,mean NfValence,avg_dev NfValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mean NsUnfilled,avg_dev NsUnfilled,mean NpUnfilled,avg_dev NpUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mean GSbandgap,avg_dev GSbandgap,mean GSmagmom,avg_dev GSmagmom,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber
Sm1P1,1.09,15.0,62.0,47.0,38.5,23.5,15.0,23.0,83.0,60.0,53.0,30.0,150.36,119.38623800000002,90.666881,59.69311900000001,30.973762,1345.0,1027.7,831.15,513.8499999999999,317.3,12.0,9.0,6.0,4.5,1.5,107.0,198.0,91.0,152.5,45.5,107.0,1.17,2.19,1.02,1.68,0.51,1.17,2.0,0.0,1.5,1.5,0.0,0.0,0.0,3.0,3.0,8.0,3.0,6.5,1.5,0.0,0.0,1.5,1.5,0.0,0.0,0.0,8.0,8.0,4.0,8.0,5.0,5.5,2.5,22.5702380952,33.23,10.659761904799996,27.9001190476,5.329880952399998,0.8125,0.8125,0.0,0.0,164.0,84.0,82.0
Ga1P1,2.75,15.0,31.0,16.0,23.0,8.0,15.0,74.0,83.0,9.0,78.5,4.5,69.723,38.749238,50.348381,19.374619,30.973762,317.3,14.389999999999986,310.105,7.194999999999993,302.91,2.0,14.0,1.0,3.5,0.5,107.0,122.0,15.0,114.5,7.5,107.0,1.81,2.19,0.3799999999999999,2.0,0.1899999999999999,1.81,2.0,0.0,2.0,1.0,10.0,5.0,5.0,0.0,0.0,13.0,8.0,9.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,18.8575,22.5702380952,3.712738095199999,20.7138690476,1.8563690476,0.8125,0.8125,0.0,0.0,62.0,33.0,31.0
Cs1Y1Cd1Se3,2.58,34.0,55.0,21.0,40.66666666666666,7.222222222222221,34.0,5.0,89.0,84.0,59.0,33.666666666666664,132.9054519,53.94545190000001,95.18371698333333,18.31633931111111,78.96,1799.0,1497.41,696.1350000000001,367.6216666666666,494.0,15.0,10.666666666666666,5.777777777777778,4.666666666666667,0.6666666666666666,120.0,244.0,124.0,156.33333333333334,40.44444444444445,120.0,0.79,2.55,1.7599999999999998,1.8916666666666664,0.6583333333333332,2.55,1.8333333333333333,0.2777777777777778,2.0,2.0,10.0,6.833333333333333,4.222222222222222,0.0,0.0,16.0,15.0,10.666666666666666,5.777777777777778,0.1666666666666666,0.2777777777777778,1.0,1.0,9.0,1.5,2.5,0.0,0.0,0.0,9.0,9.0,2.6666666666666665,2.111111111111111,19.495,115.765,96.27,40.8975,24.95583333333333,0.3995,0.3995,0.0,0.0,215.0,109.83333333333331,95.83333333333331
In2Ge1Te3,0.7,32.0,52.0,20.0,47.66666666666666,5.222222222222224,52.0,75.0,90.0,15.0,83.16666666666667,6.833333333333333,127.6,54.96,114.17933333333332,13.846444444444442,127.6,1211.4,781.6500000000001,706.48,184.48666666666668,722.66,3.0,14.666666666666666,1.3333333333333333,4.833333333333333,0.2777777777777779,120.0,142.0,22.0,136.33333333333334,5.444444444444438,138.0,1.78,2.1,0.32,1.9783333333333333,0.1322222222222221,2.1,2.0,0.0,2.6666666666666665,1.3333333333333333,0.0,10.0,0.0,0.0,0.0,16.0,3.0,14.666666666666666,1.3333333333333333,0.0,0.0,3.333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.333333333333333,1.3333333333333333,23.005,34.7633333333,11.758333333299998,29.302499999983336,5.460833333316664,0.2958333333333333,0.1972222222222222,0.0,0.0,86.0,159.83333333333334,21.72222222222223
Na2Ga2Sn1S6,2.2,11.0,50.0,39.0,20.90909090909091,8.958677685950414,16.0,2.0,88.0,86.0,69.0909090909091,24.396694214876035,118.71,95.72023072,45.13868532363636,22.316353459834712,32.065,505.08,202.17,380.2545454545454,31.53785123966944,388.36,15.0,12.545454545454543,4.198347107438017,3.363636363636364,0.5289256198347108,105.0,166.0,61.0,122.27272727272728,18.94214876033057,105.0,0.93,2.58,1.65,2.083636363636364,0.541487603305785,2.58,1.818181818181818,0.2975206611570248,2.5454545454545454,1.586776859504132,10.0,2.727272727272727,3.966942148760331,0.0,0.0,14.0,13.0,7.090909090909091,3.40495867768595,0.1818181818181818,0.2975206611570247,2.363636363636364,1.2561983471074385,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.5454545454545454,1.1570247933884297,18.8575,33.285,14.427499999999997,25.83708333332727,2.5928030302942147,1.201090909090909,1.091900826446281,0.0,0.0,165.0,104.27272727272728,52.03305785123967
Re1O3,2.3,8.0,75.0,67.0,24.75,25.125,8.0,54.0,87.0,33.0,78.75,12.375,186.207,170.2076,58.5513,63.82785,15.9994,3459.0,3404.2,905.85,1276.575,54.8,9.0,13.75,3.375,3.0,1.5,66.0,151.0,85.0,87.25,31.875,66.0,1.9,3.44,1.54,3.055,0.5774999999999999,3.44,2.0,0.0,3.0,1.5,5.0,1.25,1.875,3.5,5.25,21.0,15.0,9.75,5.625,0.0,0.0,1.5,0.75,5.0,1.25,1.875,0.0,0.0,0.0,5.0,3.0,2.75,1.125,9.105,14.655,5.549999999999999,10.4925,2.0812499999999994,0.0,0.0,0.0,0.0,182.0,57.5,68.25
Pb2Bi1S2I3,1.6,16.0,83.0,67.0,54.75,20.6875,53.0,81.0,96.0,15.0,89.0,5.25,208.9804,176.9154,133.52797625,55.69911781249999,126.90447,600.61,213.76,460.36125,91.1340625,386.85,3.0,15.75,1.0625,4.875,0.9375,105.0,148.0,43.0,133.375,14.1875,139.0,2.02,2.66,0.6400000000000001,2.4775,0.188125,2.66,2.0,0.0,3.75,1.0625,10.0,7.5,3.75,5.25,6.5625,29.0,23.0,18.5,7.375,0.0,0.0,2.25,1.0625,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.25,1.0625,25.786875,43.015,17.228125000000002,33.723593750000006,6.968554687500002,0.94875,0.7115625000000001,0.0,0.0,213.0,99.25,62.875
Cs2Sn3Sb2S10,2.34,16.0,55.0,39.0,30.705882352941178,17.301038062283737,16.0,5.0,88.0,83.0,76.47058823529412,16.81660899653979,132.9054519,100.8404519,69.77122963529412,44.36027015916955,32.065,903.78,602.19,459.3870588235294,120.68996539792386,388.36,15.0,13.764705882352942,3.003460207612456,3.941176470588236,1.1072664359861593,105.0,244.0,139.0,131.35294117647058,31.00346020761245,105.0,0.79,2.58,1.79,2.197647058823529,0.4498269896193772,2.58,1.8823529411764703,0.2076124567474048,3.0588235294117645,1.1072664359861593,10.0,2.9411764705882355,4.152249134948097,0.0,0.0,15.0,14.0,7.882352941176471,3.8339100346020767,0.1176470588235294,0.2076124567474048,2.235294117647059,0.8027681660899655,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.3529411764705883,0.7335640138408306,25.786875,115.765,89.978125,38.37492647058824,18.209429065743947,1.2952941176470587,1.066712802768166,0.0,0.0,159.0,112.52941176470588,50.03460207612457
Rb3Sb1,1.0,37.0,51.0,14.0,40.5,5.25,37.0,4.0,85.0,81.0,24.25,30.375,121.76,36.29220000000001,94.54085,13.609575,85.4678,903.78,591.3199999999999,460.29,221.745,312.46,14.0,4.5,5.25,5.0,0.0,139.0,220.0,81.0,199.75,30.375,220.0,0.82,2.05,1.23,1.1275,0.4612499999999999,0.82,1.25,0.375,0.75,1.125,10.0,2.5,3.75,0.0,0.0,15.0,14.0,4.5,5.25,0.75,0.375,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.75,31.56,90.7225,59.1625,75.931875,22.185937499999994,0.0,0.0,0.0,0.0,63.0,213.25,23.625
Ce2Yb1Cu1Se5,1.05,29.0,70.0,41.0,42.77777777777778,12.814814814814817,34.0,15.0,89.0,74.0,64.22222222222223,27.530864197530864,173.054,109.508,101.29244444444446,33.201925925925934,78.96,1357.77,863.77,784.6411111111112,322.9345679012346,494.0,13.0,11.11111111111111,5.432098765432098,4.666666666666667,0.8888888888888888,120.0,204.0,84.0,147.44444444444446,33.92592592592593,120.0,1.12,2.55,1.4299999999999995,2.0166666666666666,0.5925925925925924,2.55,1.8888888888888888,0.1975308641975309,2.2222222222222223,1.9753086419753088,10.0,6.888888888888889,4.148148148148148,1.7777777777777777,2.716049382716049,16.0,12.0,12.77777777777778,4.296296296296296,0.1111111111111111,0.1975308641975308,1.1111111111111112,0.9876543209876544,9.0,2.0,3.111111111111111,13.0,13.0,2.888888888888889,22.0,22.0,6.111111111111111,7.061728395061729,11.07,37.24,26.17,27.69666666666667,5.668888888888889,0.4438888888888889,0.3945679012345679,0.0,0.0,211.0,100.88888888888889,96.54320987654322
La3Cu1Ge1Se7,2.0,29.0,57.0,28.0,39.16666666666666,8.916666666666666,34.0,13.0,89.0,76.0,67.08333333333333,27.55555555555556,138.90547,75.35947000000002,92.13520083333331,23.385134583333336,78.96,1357.77,863.77,800.5141666666667,357.5998611111111,494.0,13.0,12.166666666666666,4.777777777777778,4.5,0.75,120.0,207.0,87.0,142.75,32.125,120.0,1.1,2.55,1.4499999999999995,2.0883333333333334,0.538611111111111,2.55,1.9166666666666667,0.1527777777777777,2.5,1.75,9.0,7.75,3.375,0.0,0.0,16.0,13.0,12.166666666666666,4.777777777777778,0.0833333333333333,0.1527777777777777,1.5,1.0,9.0,2.25,3.375,0.0,0.0,0.0,9.0,8.0,3.8333333333333335,2.611111111111111,11.07,36.8975,25.8275,27.183958333333333,4.856770833333332,0.498,0.3511666666666667,0.0,0.0,211.0,94.16666666666669,93.5277777777778
In0.5P0.5Ga0.5As0.5,1.75,15.0,49.0,34.0,32.0,9.0,15.0,74.0,84.0,10.0,79.0,4.5,114.818,83.84423799999999,72.60909050000001,22.2607095,30.973762,1090.0,787.0899999999999,534.99,277.505,302.91,2.0,14.0,1.0,4.0,0.5,107.0,142.0,35.0,122.5,9.75,107.0,1.78,2.19,0.4099999999999999,1.99,0.195,1.78,2.0,0.0,2.0,1.0,10.0,7.5,3.75,0.0,0.0,15.0,10.0,11.5,3.25,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,18.8575,24.26,5.4025,21.9656845238,1.5540922619000002,0.40625,0.609375,0.0,0.0,164.0,92.75,59.75
Ag2S1,1.03,16.0,47.0,31.0,36.66666666666666,13.77777777777778,47.0,65.0,88.0,23.0,72.66666666666667,10.222222222222223,107.8682,75.8032,82.60046666666666,33.690311111111114,107.8682,1234.93,846.57,952.74,376.2533333333333,1234.93,5.0,12.666666666666666,2.222222222222222,4.333333333333333,0.888888888888889,105.0,145.0,40.0,131.66666666666666,17.777777777777782,145.0,1.93,2.58,0.6500000000000001,2.1466666666666665,0.2888888888888889,1.93,1.3333333333333333,0.4444444444444444,1.3333333333333333,1.777777777777778,10.0,6.666666666666667,4.444444444444444,0.0,0.0,11.0,5.0,9.333333333333334,2.222222222222222,0.6666666666666666,0.4444444444444445,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,0.4444444444444444,16.33,25.786875,9.456875,19.482291666666665,4.203055555555555,0.734,0.9786666666666668,0.0,0.0,155.0,173.33333333333334,68.88888888888889
Sb2Se3,1.1,34.0,51.0,17.0,40.8,8.16,34.0,85.0,89.0,4.0,87.4,1.9199999999999988,121.76,42.80000000000001,96.08,20.544000000000004,78.96,903.78,409.78,657.912,196.6944,494.0,1.0,15.6,0.4800000000000001,4.4,0.4800000000000001,120.0,139.0,19.0,127.6,9.12,120.0,2.05,2.55,0.5,2.35,0.2399999999999999,2.55,2.0,0.0,3.6,0.48,0.0,10.0,0.0,0.0,0.0,16.0,1.0,15.6,0.4800000000000001,0.0,0.0,2.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.4,0.48,25.92,31.56,5.639999999999997,28.176,2.707199999999998,0.4794,0.38352,0.0,0.0,152.0,74.8,72.96
Hg1S1,2.1,16.0,80.0,64.0,48.0,32.0,16.0,71.0,88.0,17.0,79.5,8.5,200.59,168.525,116.3275,84.2625,32.065,388.36,154.04000000000002,311.34000000000003,77.02000000000001,234.32,4.0,14.0,2.0,4.5,1.5,105.0,132.0,27.0,118.5,13.5,105.0,2.0,2.58,0.5800000000000001,2.29,0.29,2.0,2.0,0.0,2.0,2.0,10.0,5.0,5.0,7.0,7.0,26.0,20.0,16.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,25.2375862069,25.786875,0.549288793099997,25.51223060345,0.2746443965499985,1.101,1.101,0.0,0.0,96.0,118.0,48.0
Cd1Ga2Se4,2.25,31.0,48.0,17.0,35.142857142857146,3.673469387755104,34.0,70.0,89.0,19.0,82.0,8.0,112.411,42.688,81.09957142857142,8.946122448979592,78.96,594.22,291.31,453.72,86.17714285714285,494.0,4.0,14.571428571428571,1.6326530612244898,4.142857142857143,0.2448979591836737,120.0,144.0,24.0,124.0,5.714285714285714,120.0,1.69,2.55,0.8599999999999999,2.2157142857142857,0.3820408163265305,2.55,2.0,0.0,2.571428571428572,1.6326530612244898,0.0,10.0,0.0,0.0,0.0,16.0,4.0,14.571428571428571,1.6326530612244898,0.0,0.0,2.571428571428572,1.3877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.571428571428572,1.3877551020408163,18.8575,25.92,7.0625,22.984285714285715,3.355102040816327,0.4565714285714286,0.3913469387755102,0.0,0.0,180.0,54.0,45.71428571428572
Cs5Bi1P4Se12,1.85,15.0,83.0,68.0,37.54545454545455,12.06611570247934,34.0,5.0,89.0,84.0,68.68181818181819,28.94628099173553,208.9804,178.006638,88.40557761363635,31.188563074380166,78.96,544.4,242.81,420.43409090909086,91.52334710743804,494.0,15.0,12.363636363636363,5.1652892561983474,4.363636363636363,0.8925619834710742,107.0,244.0,137.0,147.0909090909091,44.132231404958674,120.0,0.79,2.55,1.7599999999999998,2.060454545454545,0.5811570247933883,2.55,1.7727272727272727,0.3512396694214876,2.863636363636364,1.3016528925619832,10.0,5.909090909090909,4.834710743801653,0.6363636363636364,1.2148760330578514,29.0,28.0,11.181818181818182,6.876033057851239,0.2272727272727272,0.3512396694214876,1.7727272727272727,0.8057851239669421,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.4545454545454545,22.5702380952,115.765,93.1947619048,46.0498160173091,31.688719992132235,0.7312727272727273,0.3988760330578512,0.0,0.0,227.0,60.59090909090909,76.5495867768595
Gd1In3S6,1.13,16.0,64.0,48.0,30.7,17.639999999999997,16.0,27.0,88.0,61.0,78.0,12.0,157.25,125.185,69.4094,44.813280000000006,32.065,1586.0,1197.64,520.5409999999999,213.0918,388.36,13.0,13.8,2.64,3.9,1.08,105.0,196.0,91.0,125.2,24.24,105.0,1.2,2.58,1.38,2.202,0.4536,2.58,2.0,0.0,2.7,1.56,10.0,3.1,4.140000000000001,0.7,1.2599999999999998,13.0,7.0,8.5,3.0,0.0,0.0,2.7,1.38,9.0,0.9,1.6200000000000003,7.0,7.0,0.7,16.0,14.0,4.3,2.76,24.26,32.05,7.789999999999996,25.955125,1.2189749999999993,1.3212,1.05696,0.0,0.0,124.0,103.1,39.72
In0.8P0.8Ga0.2As0.2,1.4,15.0,49.0,34.0,32.0,13.8,15.0,74.0,84.0,10.0,79.00000000000001,4.2,114.818,83.84423799999999,72.7811648,34.0575552,30.973762,1090.0,787.0899999999999,438.1110000000001,130.37780000000004,317.3,2.0,14.0,1.0,4.0,0.8,107.0,142.0,35.0,123.70000000000002,14.640000000000004,107.0,1.78,2.19,0.4099999999999999,1.987,0.2009999999999999,1.78,2.0,0.0,2.0,1.0,10.0,6.0,4.800000000000001,0.0,0.0,15.0,10.0,10.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,18.8575,24.26,5.4025,22.83534523808,1.1397238095360007,0.65,0.78,0.0,0.0,164.0,79.4,65.0
Li8Ge1N4,2.61,3.0,32.0,29.0,6.461538461538462,4.260355029585799,3.0,1.0,82.0,81.0,31.923076923076923,38.05917159763314,72.64,65.699,14.16883076923077,8.995564497041421,6.941,1211.4,1148.35,391.7784615384616,202.29443786982245,453.69,14.0,6.307692307692308,6.532544378698225,2.1538461538461537,0.2840236686390531,71.0,128.0,57.0,109.84615384615384,23.905325443786985,128.0,0.98,3.04,2.06,1.693076923076923,0.8776331360946745,0.98,1.3846153846153846,0.4733727810650887,1.0769230769230769,1.3254437869822484,10.0,0.7692307692307693,1.4201183431952662,0.0,0.0,14.0,13.0,3.230769230769231,2.745562130177515,0.6153846153846154,0.4733727810650887,1.2307692307692308,1.5147928994082842,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.8461538461538465,1.0414201183431953,14.76875,23.005,8.236249999999998,16.52512820510769,1.0808481262201175,2.010076923076923,2.724260355029586,0.0,0.0,35.0,217.92307692307693,14.721893491124256
Cd1S1,2.52,16.0,48.0,32.0,32.0,16.0,16.0,70.0,88.0,18.0,79.0,9.0,112.411,80.346,72.238,40.173,32.065,594.22,205.86,491.29,102.93,388.36,4.0,14.0,2.0,4.0,1.0,105.0,144.0,39.0,124.5,19.5,105.0,1.69,2.58,0.8900000000000001,2.135,0.445,1.69,2.0,0.0,2.0,2.0,10.0,5.0,5.0,0.0,0.0,12.0,6.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,19.495,25.786875,6.291874999999997,22.6409375,3.1459374999999987,1.101,1.101,0.0,0.0,124.0,132.0,62.0
Al1Sb1,1.6,13.0,51.0,38.0,32.0,19.0,13.0,73.0,85.0,12.0,79.0,6.0,121.76,94.7784614,74.3707693,47.3892307,26.9815386,933.47,29.69000000000005,918.625,14.845000000000027,903.78,2.0,14.0,1.0,4.0,1.0,121.0,139.0,18.0,130.0,9.0,121.0,1.61,2.05,0.4399999999999997,1.83,0.2199999999999998,1.61,2.0,0.0,2.0,1.0,10.0,5.0,5.0,0.0,0.0,15.0,12.0,9.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,16.48,31.56,15.079999999999998,24.02,7.539999999999999,0.0,0.0,0.0,0.0,59.0,195.5,29.5
Ag1Sb1Se2,0.62,34.0,51.0,17.0,41.5,7.5,34.0,65.0,89.0,24.0,82.0,8.5,121.76,42.80000000000001,96.88705,17.927050000000005,78.96,1234.93,740.9300000000001,781.6775,287.6775,494.0,5.0,14.5,1.75,4.5,0.5,120.0,145.0,25.0,131.0,11.0,120.0,1.93,2.55,0.6199999999999999,2.27,0.2799999999999999,2.55,1.75,0.375,2.75,1.375,0.0,10.0,0.0,0.0,0.0,16.0,5.0,14.5,1.75,0.25,0.375,1.75,0.875,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.5,16.33,31.56,15.23,24.9325,4.3012500000000005,0.3995,0.3995,0.0,0.0,211.0,104.75,90.75
Cs1Rb1P2Se8,2.41,15.0,55.0,40.0,32.833333333333336,5.944444444444443,34.0,4.0,89.0,85.0,73.91666666666667,23.13888888888889,132.9054519,101.9316899,76.00006465833333,15.008767552777776,78.96,494.0,192.41000000000005,433.3875,80.81666666666668,494.0,15.0,13.333333333333334,4.111111111111111,4.083333333333333,0.472222222222222,107.0,244.0,137.0,136.5,31.83333333333333,120.0,0.79,2.55,1.7599999999999998,2.1991666666666667,0.4677777777777776,2.55,1.8333333333333333,0.2777777777777778,3.1666666666666665,1.1111111111111112,10.0,6.666666666666667,4.444444444444444,0.0,0.0,16.0,15.0,11.666666666666666,5.777777777777779,0.1666666666666666,0.2777777777777777,1.8333333333333333,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.3333333333333333,22.5702380952,115.765,93.1947619048,38.24899801586667,21.66491732804444,0.8035,0.2738333333333333,0.0,0.0,227.0,47.833333333333336,60.38888888888889
Mo1Te2,1.1,42.0,52.0,10.0,48.66666666666666,4.4444444444444455,52.0,50.0,90.0,40.0,76.66666666666667,17.777777777777775,127.6,31.64,117.05333333333331,14.062222222222225,127.6,2896.0,2173.34,1447.1066666666666,965.928888888889,722.66,10.0,12.666666666666666,4.444444444444445,5.0,0.0,138.0,154.0,16.0,143.33333333333334,7.111111111111114,138.0,2.1,2.16,0.06,2.12,0.0266666666666666,2.1,1.6666666666666667,0.4444444444444444,2.6666666666666665,1.777777777777778,5.0,8.333333333333334,2.222222222222222,0.0,0.0,16.0,10.0,12.666666666666666,4.444444444444445,0.3333333333333333,0.4444444444444445,1.3333333333333333,0.888888888888889,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,6.0,4.0,3.333333333333333,1.777777777777778,15.69,34.7633333333,19.0733333333,28.40555555553333,8.477037037022221,0.3093333333333333,0.2062222222222222,0.0,0.0,77.0,177.66666666666666,34.22222222222222
Mg3B50C8,2.7,5.0,12.0,7.0,5.475409836065574,0.779360386992744,5.0,68.0,77.0,9.0,72.45901639344262,1.191077667293739,24.305,13.494,11.631977049180326,1.345864015049717,10.811,3823.0,2900.0,2471.3606557377047,354.5283525933887,2348.0,12.0,12.59016393442623,1.0416554689599573,2.0491803278688523,0.0935232464391291,76.0,141.0,65.0,85.75409836065573,5.434023112066644,84.0,1.31,2.55,1.2399999999999998,2.070983606557377,0.1256436441816716,2.04,2.0,0.0,1.0819672131147542,0.2407954850846547,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.081967213114754,0.2407954850846546,0.0,0.0,4.622950819672131,0.6181134103735554,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.622950819672131,0.6181134103735554,5.64,22.89,17.25,7.744508196721312,1.489720505240527,1.838819672131148,0.6969653319000269,0.0,0.0,28.0,171.04918032786884,8.277344799784995
In1P1,1.45,15.0,49.0,34.0,32.0,17.0,15.0,75.0,83.0,8.0,79.0,4.0,114.818,83.84423799999999,72.895881,41.922119,30.973762,429.75,112.45,373.525,56.225,317.3,2.0,14.0,1.0,4.0,1.0,107.0,142.0,35.0,124.5,17.5,107.0,1.78,2.19,0.4099999999999999,1.985,0.2049999999999999,1.78,2.0,0.0,2.0,1.0,10.0,5.0,5.0,0.0,0.0,13.0,8.0,9.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,22.5702380952,24.26,1.689761904800001,23.4151190476,0.8448809524000005,0.8125,0.8125,0.0,0.0,137.0,70.5,68.5
Ba1Cd1Sn1S4,2.3,16.0,56.0,40.0,31.142857142857142,17.30612244897959,16.0,9.0,88.0,79.0,73.0,19.142857142857142,137.327,105.262,70.95828571428571,44.44946938775509,32.065,1000.0,611.64,521.82,157.30857142857144,388.36,14.0,13.142857142857142,3.5102040816326534,4.0,1.1428571428571428,105.0,215.0,110.0,131.14285714285714,29.877551020408163,105.0,0.89,2.58,1.69,2.1228571428571428,0.5224489795918368,2.58,2.0,0.0,2.571428571428572,1.6326530612244898,10.0,2.857142857142857,4.081632653061225,0.0,0.0,14.0,12.0,7.428571428571429,3.183673469387755,0.0,0.0,1.7142857142857142,0.979591836734694,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7142857142857142,0.979591836734694,19.495,63.59,44.095,31.35964285714285,9.75877551020408,1.2582857142857142,1.078530612244898,0.0,0.0,159.0,120.57142857142856,57.795918367346935
Zn1Se1,2.7,30.0,34.0,4.0,32.0,2.0,30.0,69.0,89.0,20.0,79.0,10.0,78.96,13.579999999999998,72.16999999999999,6.789999999999999,65.38,692.68,198.67999999999995,593.3399999999999,99.33999999999996,494.0,4.0,14.0,2.0,4.0,0.0,120.0,122.0,2.0,121.0,1.0,120.0,1.65,2.55,0.8999999999999999,2.1,0.4499999999999999,1.65,2.0,0.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,16.0,4.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,13.96,25.92,11.96,19.94,5.98,0.3995,0.3995,0.0,0.0,180.0,104.0,90.0
Pb1I2,2.56,53.0,82.0,29.0,62.66666666666666,12.888888888888888,53.0,81.0,96.0,15.0,91.0,6.666666666666667,207.2,80.29552999999999,153.6696466666667,35.686902222222216,126.90447,600.61,213.76,458.1033333333333,95.00444444444442,386.85,3.0,16.0,1.3333333333333333,5.333333333333333,0.4444444444444443,139.0,146.0,7.0,141.33333333333334,3.1111111111111143,139.0,2.33,2.66,0.33,2.5500000000000003,0.1466666666666666,2.66,2.0,0.0,4.0,1.3333333333333333,0.0,10.0,0.0,4.666666666666667,6.222222222222221,28.0,11.0,20.666666666666668,4.888888888888889,0.0,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1.3333333333333333,28.11,43.015,14.905,38.04666666666667,6.624444444444445,0.7080000000000001,0.472,0.0,0.0,161.0,117.66666666666669,71.55555555555556
Ag1In1Te2,0.93,47.0,52.0,5.0,50.0,2.0,52.0,65.0,90.0,25.0,80.0,10.0,127.6,19.7318,119.47155,8.128449999999997,127.6,1234.93,805.1800000000001,777.5,228.71500000000003,722.66,5.0,14.0,2.0,5.0,0.0,138.0,145.0,7.0,140.75,2.75,138.0,1.78,2.1,0.32,1.9775,0.1225,2.1,1.75,0.375,2.25,1.75,0.0,10.0,0.0,0.0,0.0,16.0,5.0,14.0,2.0,0.25,0.375,2.25,1.375,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.5,1.25,16.33,34.7633333333,18.4333333333,27.52916666665,7.234166666649998,0.232,0.232,0.0,0.0,86.0,167.0,29.0
As1Te1,0.74,33.0,52.0,19.0,42.5,9.5,33.0,84.0,90.0,6.0,87.0,3.0,127.6,52.6784,101.2608,26.3392,74.9216,1090.0,367.34,906.33,183.67,722.66,1.0,15.5,0.5,4.5,0.5,119.0,138.0,19.0,128.5,9.5,119.0,2.1,2.18,0.08,2.14,0.04,2.1,2.0,0.0,3.5,0.5,0.0,10.0,0.0,0.0,0.0,16.0,1.0,15.5,0.5,0.0,0.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.5,0.5,22.175,34.7633333333,12.588333333299996,28.46916666665,6.294166666649998,0.232,0.232,0.0,0.0,14.0,159.0,7.0
