composition,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
K1Fe1Cu1Te2,1.06,19.0,52.0,33.0,35.6,13.12,52.0,3.0,90.0,87.0,60.4,25.12,90.0,39.0983,127.6,88.5017,82.73786,35.889712,127.6,336.53,1811.0,1474.47,990.124,475.4088,722.66,1.0,16.0,15.0,10.4,4.720000000000001,16.0,4.0,5.0,1.0,4.4,0.4800000000000001,5.0,132.0,203.0,71.0,148.6,21.76,138.0,0.82,2.1,1.2800000000000002,1.75,0.372,2.1,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,1.6,1.9200000000000004,4.0,0.0,10.0,10.0,7.2,3.3599999999999994,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.4,4.720000000000001,16.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,0.8,0.9600000000000002,2.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.8,2.0,10.73,73.1066666667,62.37666666669999,32.88666666666,17.589333333327996,34.7633333333,0.0,0.464,0.464,0.1856,0.2227199999999999,0.464,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,152.0,229.0,77.0,197.4,36.32,152.0
As1Br3,2.6,33.0,35.0,2.0,34.5,0.75,35.0,84.0,95.0,11.0,92.25,4.125,95.0,74.9216,79.904,4.982399999999998,78.6584,1.8683999999999976,79.904,265.8,1090.0,824.2,471.85,309.07500000000005,265.8,15.0,17.0,2.0,16.5,0.75,17.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,120.0,1.0,119.75,0.375,120.0,2.18,2.96,0.7799999999999998,2.765,0.2925000000000001,2.96,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.5,0.75,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,2.0,16.5,0.75,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,22.175,29.48,7.305,27.65375,2.739375000000001,29.48,0.0,1.457,1.457,1.09275,0.546375,1.457,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,89.5,38.25,64.0
Zn0.5Hg0.5Se1,0.6,30.0,80.0,50.0,44.5,17.75,34.0,69.0,89.0,20.0,79.5,9.5,89.0,65.38,200.59,135.21,105.9725,47.30875,78.96,234.32,692.68,458.36,478.75,122.215,494.0,12.0,16.0,4.0,14.0,2.0,16.0,4.0,6.0,2.0,4.5,0.75,4.0,120.0,132.0,12.0,123.5,4.25,120.0,1.65,2.55,0.8999999999999999,2.1875,0.3624999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.5,5.25,0.0,12.0,26.0,14.0,17.5,4.25,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,13.96,25.92,11.96,22.759396551725,4.399698275862501,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,97.0,83.0,14.0
Ga0.7In0.3As1,1.0,31.0,49.0,18.0,34.7,4.290000000000002,33.0,74.0,84.0,10.0,79.15,4.85,84.0,69.723,114.818,45.095,79.08654999999999,10.719434999999994,74.9216,302.91,1090.0,787.0899999999999,715.481,374.519,1090.0,13.0,15.0,2.0,14.0,1.0,15.0,4.0,5.0,1.0,4.15,0.2550000000000002,4.0,119.0,142.0,23.0,123.5,5.55,119.0,1.78,2.18,0.4000000000000001,1.9905,0.1895,2.18,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,24.26,5.4025,21.326625,1.7283875,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,126.25,43.575,166.0
Re1S2,1.0,16.0,75.0,59.0,35.666666666666664,26.222222222222214,16.0,54.0,88.0,34.0,76.66666666666667,15.111111111111107,88.0,32.065,186.207,154.142,83.44566666666667,68.50755555555556,32.065,388.36,3459.0,3070.64,1411.9066666666668,1364.7288888888888,388.36,7.0,16.0,9.0,13.0,4.0,16.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,105.0,151.0,46.0,120.33333333333331,20.444444444444443,105.0,1.9,2.58,0.6800000000000002,2.353333333333333,0.3022222222222222,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,21.0,15.0,11.0,6.666666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,14.655,25.786875,11.131875,22.07625,4.9475,25.786875,0.0,2.202,2.202,1.468,0.9786666666666668,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,194.0,124.0,111.33333333333331,55.11111111111111,70.0
Ga1.002Sb0.998Se0.006,0.7,31.0,51.0,20.0,40.95912263210369,9.990823143729331,31.0,74.0,89.0,15.0,79.51744765702892,5.511946712206353,74.0,69.723,121.76,52.037000000000006,95.63942472582256,25.99036303452554,69.723,302.91,903.78,600.8699999999999,602.4188733798605,299.85882788324955,302.91,13.0,16.0,3.0,14.003988035892323,1.0029870508116727,13.0,4.0,5.0,1.0,4.497507477567298,0.4999875746638449,4.0,120.0,139.0,19.0,130.4516450648056,8.505741002317079,122.0,1.81,2.55,0.7399999999999998,1.9316151545363909,0.1214939031360553,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.003988035892323,1.0029870508116727,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.003988035892323,1.0029870508116727,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.996011964107677,1.0029870508116727,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.996011964107677,1.0029870508116727,5.0,18.8575,31.56,12.702499999999995,25.198212861415755,6.334391113797193,18.8575,0.0,0.799,0.799,0.0023898305084745,0.0047653649221826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,166.0,152.0,114.5962113659023,51.147538441505006,64.0
In1Sb1,0.16,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.471000000000004,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.649999999999999,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0
Ba2Ga1Dy1Te5,1.13,31.0,66.0,35.0,52.11111111111112,4.814814814814816,52.0,9.0,90.0,81.0,63.66666666666666,31.55555555555556,90.0,69.723,162.5,92.777,127.20855555555556,12.774567901234567,127.6,302.91,1685.0,1382.09,844.5788888888887,255.83629629629624,722.66,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,4.0,6.0,2.0,5.222222222222222,0.5185185185185186,5.0,122.0,215.0,93.0,159.33333333333334,32.0,138.0,0.89,2.1,1.21,1.701111111111111,0.4674074074074074,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.333333333333333,1.851851851851852,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,2.0,16.0,14.0,12.11111111111111,4.518518518518519,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901234,0.0,0.0,5.0,5.0,2.111111111111111,1.0617283950617284,2.0,18.8575,63.59,44.7325,39.010462962944445,10.924238683135805,34.7633333333,0.0,0.464,0.464,0.2577777777777778,0.2291358024691357,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,229.0,165.0,164.0,35.55555555555556,152.0
Na1B15,0.32,5.0,11.0,6.0,5.375,0.703125,5.0,2.0,72.0,70.0,67.625,8.203125,72.0,10.811,22.98976928,12.17876928,11.57217308,1.4271995249999991,10.811,370.87,2348.0,1977.13,2224.429375,231.69492187499984,2348.0,1.0,13.0,12.0,12.25,1.40625,13.0,2.0,3.0,1.0,2.0625,0.1171875,2.0,84.0,166.0,82.0,89.125,9.609375,84.0,0.93,2.04,1.11,1.970625,0.1300781249999999,2.04,1.0,2.0,1.0,1.9375,0.1171875,2.0,0.0,1.0,1.0,0.9375,0.1171875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.875,0.234375,3.0,0.0,1.0,1.0,0.0625,0.1171875,0.0,0.0,5.0,5.0,4.6875,0.5859375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,4.75,0.46875,5.0,7.1725,29.2433333333,22.0708333333,8.55192708333125,2.586425781246094,7.1725,0.0,1.524,1.524,1.42875,0.17859375,1.524,0.0,0.0,0.0,0.0,0.0,0.0,166.0,229.0,63.0,169.9375,7.3828125,166.0
Al1P1,2.53,13.0,15.0,2.0,14.0,1.0,13.0,73.0,83.0,10.0,78.0,5.0,73.0,26.9815386,30.973762,3.9922234,28.9776503,1.9961117,26.9815386,317.3,933.47,616.1700000000001,625.385,308.08500000000004,317.3,13.0,15.0,2.0,14.0,1.0,13.0,3.0,3.0,0.0,3.0,0.0,3.0,107.0,121.0,14.0,114.0,7.0,107.0,1.61,2.19,0.5799999999999998,1.9,0.2899999999999999,1.61,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,16.48,22.5702380952,6.0902380952,19.5251190476,3.0451190476,16.48,0.0,1.625,1.625,0.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,113.5,111.5,2.0
Ag1Bi1S2,0.9,16.0,83.0,67.0,40.5,24.5,16.0,65.0,88.0,23.0,81.75,8.375,88.0,32.065,208.9804,176.9154,95.24465,63.17965,32.065,388.36,1234.93,846.57,639.0125,297.95875,388.36,11.0,16.0,5.0,14.5,1.75,16.0,3.0,6.0,3.0,4.25,1.25,3.0,105.0,148.0,43.0,125.75,20.75,105.0,1.93,2.58,0.6500000000000001,2.2775,0.3025,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,3.5,5.25,0.0,6.0,29.0,23.0,13.0,8.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.33,32.95,16.620000000000005,25.2134375,4.4417187500000015,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,94.25,65.375,70.0
Sn1Ga2Ge1S6,2.04,16.0,50.0,34.0,24.0,9.6,16.0,74.0,88.0,14.0,83.5,5.4,88.0,32.065,118.71,86.645,52.31859999999999,24.30432,32.065,302.91,1211.4,908.49,465.246,157.1976,388.36,13.0,16.0,3.0,15.0,1.2,16.0,3.0,5.0,2.0,3.5,0.6,3.0,105.0,139.0,34.0,113.3,9.96,105.0,1.81,2.58,0.77,2.307,0.3276,2.58,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,1.2,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,9.0,3.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,1.2,2.0,18.8575,33.285,14.427499999999997,24.872625,2.7795749999999986,25.786875,0.0,2.202,2.202,1.3595,1.011,2.202,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,91.4,36.64,70.0
In1S1,1.9,16.0,49.0,33.0,32.5,16.5,16.0,75.0,88.0,13.0,81.5,6.5,75.0,32.065,114.818,82.753,73.44149999999999,41.3765,32.065,388.36,429.75,41.38999999999999,409.055,20.694999999999997,388.36,13.0,16.0,3.0,14.5,1.5,13.0,3.0,5.0,2.0,4.0,1.0,3.0,105.0,142.0,37.0,123.5,18.5,105.0,1.78,2.58,0.8,2.18,0.4,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,9.5,3.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,24.26,25.786875,1.5268749999999969,25.0234375,0.7634374999999984,24.26,0.0,2.202,2.202,1.101,1.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,139.0,69.0,104.5,34.5,70.0
Tl1Se1,0.71,34.0,81.0,47.0,57.5,23.5,34.0,76.0,89.0,13.0,82.5,6.5,76.0,78.96,204.3833,125.4233,141.67165,62.71165,78.96,494.0,577.0,83.0,535.5,41.5,494.0,13.0,16.0,3.0,14.5,1.5,13.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.55,0.9299999999999996,2.085,0.4649999999999998,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,27.0,11.0,21.5,5.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,25.92,26.91,0.9899999999999984,26.415,0.4949999999999992,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0
Ga1As1,1.43,31.0,33.0,2.0,32.0,1.0,31.0,74.0,84.0,10.0,79.0,5.0,74.0,69.723,74.9216,5.198599999999999,72.3223,2.5992999999999995,69.723,302.91,1090.0,787.0899999999999,696.455,393.545,302.91,13.0,15.0,2.0,14.0,1.0,13.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,122.0,3.0,120.5,1.5,119.0,1.81,2.18,0.3700000000000001,1.995,0.185,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,22.175,3.317499999999999,20.51625,1.6587499999999995,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,115.0,51.0,64.0
La2O2Mn1Se2,1.6,8.0,57.0,49.0,31.857142857142858,15.591836734693876,8.0,13.0,89.0,76.0,61.42857142857143,30.367346938775512,13.0,15.9994,138.90547,122.90607,74.66682642857143,39.16103836734693,15.9994,54.8,1519.0,1464.2,714.657142857143,503.1510204081633,54.8,3.0,16.0,13.0,11.0,5.714285714285714,3.0,2.0,6.0,4.0,4.0,1.1428571428571428,2.0,66.0,207.0,141.0,132.14285714285714,44.734693877551024,66.0,1.1,3.44,2.34,2.2471428571428573,0.8546938775510203,1.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,0.0,0.0,10.0,10.0,3.857142857142857,3.8367346938775504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,13.0,8.142857142857142,4.489795918367347,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,0.0,0.0,9.0,9.0,3.2857142857142856,3.7551020408163263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,4.428571428571429,2.775510204081633,2.0,9.105,36.8975,27.7925,22.04751231527143,10.698557353975511,9.105,0.0,0.799,0.799,0.2282857142857143,0.3261224489795918,0.0,0.0,0.000310120689655,0.000310120689655,4.4302955665e-05,7.594792399714285e-05,0.0,12.0,217.0,205.0,93.85714285714286,92.40816326530611,12.0
Er3Te4,0.9,52.0,68.0,16.0,58.85714285714285,7.836734693877551,52.0,35.0,90.0,55.0,66.42857142857143,26.93877551020408,90.0,127.6,167.259,39.65899999999999,144.59671428571428,19.42481632653061,127.6,722.66,1770.0,1047.34,1171.52,512.9828571428571,722.66,3.0,16.0,13.0,10.428571428571429,6.36734693877551,16.0,5.0,6.0,1.0,5.428571428571429,0.489795918367347,5.0,138.0,189.0,51.0,159.85714285714286,24.97959183673469,138.0,1.24,2.1,0.8600000000000001,1.7314285714285715,0.4212244897959184,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,10.0,10.0,5.714285714285714,4.8979591836734695,10.0,0.0,12.0,12.0,5.142857142857143,5.877551020408163,0.0,14.0,16.0,2.0,15.142857142857142,0.979591836734694,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.8571428571428571,0.979591836734694,0.0,2.0,2.0,0.0,2.0,0.0,2.0,30.585,34.7633333333,4.178333333299996,32.9726190476,2.0465306122285694,34.7633333333,0.0,0.464,0.464,0.2651428571428572,0.227265306122449,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,194.0,42.0,170.0,20.571428571428573,152.0
Rb1Tb1Se2,2.5,34.0,65.0,31.0,42.5,11.25,34.0,4.0,89.0,85.0,52.75,36.25,89.0,78.96,158.92535,79.96535000000002,100.5782875,29.17353125,78.96,312.46,1629.0,1316.54,732.365,448.3175,494.0,1.0,16.0,15.0,9.0,7.0,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,220.0,100.0,163.5,43.5,120.0,0.82,2.55,1.73,1.7824999999999998,0.7675,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,5.0,5.0,10.0,0.0,9.0,9.0,2.25,3.375,0.0,1.0,16.0,15.0,11.0,5.0,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.25,1.875,0.0,1.0,5.0,4.0,2.5,1.25,2.0,25.92,90.7225,64.8025,43.574791666675,23.573854166662496,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,112.75,98.75,14.0
Zn0.5Cd0.5Se1,2.9,30.0,48.0,18.0,36.5,5.75,34.0,69.0,89.0,20.0,79.25,9.75,89.0,65.38,112.411,47.031000000000006,83.92775,14.241625000000006,78.96,494.0,692.68,198.67999999999995,568.725,74.725,494.0,12.0,16.0,4.0,14.0,2.0,16.0,4.0,5.0,1.0,4.25,0.375,4.0,120.0,144.0,24.0,126.5,8.75,120.0,1.65,2.55,0.8999999999999999,2.11,0.4399999999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,14.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,13.96,25.92,11.96,21.32375,4.59625,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0
